,Player,All_NBA,All-Star,Draft_Yr,Pk,Team,College,Yrs,Games,Minutes Played,PTS,TRB,AST,FG_Percentage,TP_Percentage,FT_Percentage,Minutes per Game,Points per Game,TRB per game,Assits per Game,Win Share,WS_per_game,BPM,VORP,Executive,Tenure
226,Joe Dumars,3.0,6.0,1985.0,18.0,DET,McNeese State University,14.0,1018.0,35139.0,16401.0,2203.0,4612.0,0.46,0.382,0.843,34.5,16.1,2.2,4.5,86.2,0.118,0.2,19.3,Jack McCloskey,4556 days 00:00:00.000000000
227,Andre Goode,0.0,0.0,1985.0,60.0,DET,Northwestern University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jack McCloskey,4556 days 00:00:00.000000000
228,Richie Johnson,0.0,0.0,1985.0,64.0,DET,University of Evansville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jack McCloskey,4556 days 00:00:00.000000000
229,Spud Webb,0.0,0.0,1985.0,87.0,DET,North Carolina State University,12.0,814.0,20288.0,8072.0,1742.0,4342.0,0.452,0.314,0.848,24.9,9.9,2.1,5.3,40.2,0.095,-0.9,5.7,Jack McCloskey,4556 days 00:00:00.000000000
230,Mike Lahm,0.0,0.0,1985.0,110.0,DET,Murray State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jack McCloskey,4556 days 00:00:00.000000000
231,Vincent Giles,0.0,0.0,1985.0,133.0,DET,Eastern Michigan University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jack McCloskey,4556 days 00:00:00.000000000
232,Frank James,0.0,0.0,1985.0,156.0,DET,"University of Nevada, Las Vegas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jack McCloskey,4556 days 00:00:00.000000000
233,Paul George,3.0,3.0,2010.0,10.0,IND,"California State University, Fresno",6.0,373.0,12003.0,6315.0,2324.0,1168.0,0.425,0.364,0.838,32.2,16.9,6.2,3.1,37.4,0.15,4.0,18.1,Larry Bird,3274 days 00:00:00.000000000
234,Lance Stephenson,0.0,0.0,2010.0,40.0,IND,University of Cincinnati,6.0,340.0,8532.0,2984.0,1433.0,1022.0,0.451,0.308,0.691,25.1,8.8,4.2,3.0,13.7,0.077,-0.2,3.9,Larry Bird,3274 days 00:00:00.000000000
235,Ryan Reid,0.0,0.0,2010.0,57.0,IND,Florida State University,1.0,5.0,17.0,8.0,2.0,0.0,0.8,0.0,0.0,3.4,1.6,0.4,0.0,0.1,0.142,-5.5,0.0,Larry Bird,3274 days 00:00:00.000000000
236,Reggie Miller,3.0,5.0,1987.0,11.0,IND,"University of California, Los Angeles",18.0,1389.0,47619.0,25279.0,4182.0,4141.0,0.471,0.395,0.888,34.3,18.2,3.0,3.0,174.4,0.176,3.3,63.2,Donnie Walsh,6291 days 00:00:00.000000000
237,Brian Rowsom,0.0,0.0,1987.0,34.0,IND,University of North Carolina at Wilmington,3.0,82.0,1092.0,457.0,273.0,47.0,0.455,0.667,0.818,13.3,5.6,3.3,0.6,2.4,0.107,-2.1,0.0,Donnie Walsh,6291 days 00:00:00.000000000
238,Sean Couch,0.0,0.0,1987.0,60.0,IND,Columbia University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Donnie Walsh,6291 days 00:00:00.000000000
239,Mike Milling,0.0,0.0,1987.0,103.0,IND,University of North Carolina at Charlotte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Donnie Walsh,6291 days 00:00:00.000000000
240,Gary Graham,0.0,0.0,1987.0,126.0,IND,"University of Nevada, Las Vegas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Donnie Walsh,6291 days 00:00:00.000000000
