,Player,All_NBA,All-Star,Draft_Yr,Pk,Team,College,Yrs,Games,Minutes Played,PTS,TRB,AST,FG_Percentage,TP_Percentage,FT_Percentage,Minutes per Game,Points per Game,TRB per game,Assits per Game,Win Share,WS_per_game,BPM,VORP,Executive,Tenure
2049,Dean Shaffer,0.0,0.0,1985.0,104.0,WAS,Florida State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob Ferry,6208 days 00:00:00.000000000
2050,Matt England,0.0,0.0,1985.0,127.0,WAS,Houston Baptist University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob Ferry,6208 days 00:00:00.000000000
2051,Keith Gray,0.0,0.0,1985.0,150.0,WAS,University of Detroit Mercy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob Ferry,6208 days 00:00:00.000000000
2052,Ray McCallum,0.0,0.0,2013.0,36.0,SAC,University of Detroit Mercy,3.0,154.0,2808.0,920.0,306.0,368.0,0.408,0.335,0.711,18.2,6.0,2.0,2.4,2.1,0.035,-2.8,-0.6,Pete D'Alessandro,624 days 00:00:00.000000000
2053,Ben McLemore,0.0,0.0,2013.0,7.0,SAC,University of Kansas,3.0,232.0,6300.0,2247.0,624.0,301.0,0.414,0.346,0.786,27.2,9.7,2.7,1.3,3.6,0.027,-2.2,-0.3,Pete D'Alessandro,624 days 00:00:00.000000000
2054,Keith Smith,0.0,0.0,1986.0,45.0,MIL,Loyola Marymount University,1.0,42.0,461.0,138.0,32.0,43.0,0.38,0.333,0.75,11.0,3.3,0.8,1.0,0.0,-0.003,-4.9,-0.3,Don Nelson,3694 days 00:00:00.000000000
2055,Scott Skiles,0.0,0.0,1986.0,22.0,MIL,Michigan State University,10.0,600.0,16789.0,6652.0,1526.0,3881.0,0.435,0.379,0.889,28.0,11.1,2.5,6.5,30.4,0.087,-1.2,3.2,Don Nelson,3694 days 00:00:00.000000000
2056,Baskerville Holmes,0.0,0.0,1986.0,68.0,MIL,University of Memphis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Don Nelson,3694 days 00:00:00.000000000
2057,Bobby Deaton,0.0,0.0,1986.0,114.0,MIL,Southwstern University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Don Nelson,3694 days 00:00:00.000000000
2058,John Kimbrell,0.0,0.0,1986.0,137.0,MIL,Lipscomb University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Don Nelson,3694 days 00:00:00.000000000
2059,Jeff Strong,0.0,0.0,1986.0,160.0,MIL,University of Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Don Nelson,3694 days 00:00:00.000000000
2060,Sam Bowie,0.0,0.0,1984.0,2.0,POR,University of Kentucky,10.0,511.0,14098.0,5564.0,3845.0,1075.0,0.452,0.302,0.748,27.6,10.9,7.5,2.1,26.9,0.091,0.0,7.2,Stu Inman,1690 days 00:00:00.000000000
2061,Bernard Thompson,0.0,0.0,1984.0,19.0,POR,"California State University, Fresno",5.0,204.0,2935.0,1078.0,352.0,266.0,0.439,0.0,0.789,14.4,5.3,1.7,1.3,3.4,0.056,-2.6,-0.5,Stu Inman,1690 days 00:00:00.000000000
2062,Victor Fleming,0.0,0.0,1984.0,26.0,POR,Xavier University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stu Inman,1690 days 00:00:00.000000000
2063,Steve Colter,0.0,0.0,1984.0,33.0,POR,New Mexico State University,8.0,526.0,9570.0,3319.0,1051.0,1482.0,0.448,0.289,0.778,18.2,6.3,2.0,2.8,17.3,0.087,-1.2,2.0,Stu Inman,1690 days 00:00:00.000000000
2064,Jerome Kersey,0.0,0.0,1984.0,46.0,POR,Longwood University,17.0,1153.0,28115.0,11825.0,6339.0,2134.0,0.465,0.201,0.69,24.4,10.3,5.5,1.9,69.5,0.119,1.8,26.6,Stu Inman,1690 days 00:00:00.000000000
2065,Tim Kearney,0.0,0.0,1984.0,65.0,POR,West Virginia University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stu Inman,1690 days 00:00:00.000000000
2066,Brett Applegate,0.0,0.0,1984.0,88.0,POR,Brigham Young University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stu Inman,1690 days 00:00:00.000000000
2067,Mike Whitmarsh,0.0,0.0,1984.0,111.0,POR,University of San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stu Inman,1690 days 00:00:00.000000000
2068,Lance Ball,0.0,0.0,1984.0,134.0,POR,Western Oregon University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stu Inman,1690 days 00:00:00.000000000
2069,Victor Anger,0.0,0.0,1984.0,157.0,POR,Pepperdine University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stu Inman,1690 days 00:00:00.000000000
2070,Steve Flint,0.0,0.0,1984.0,180.0,POR,"University of California, San Diego",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stu Inman,1690 days 00:00:00.000000000
2071,Dennis Black,0.0,0.0,1984.0,202.0,POR,University of Portland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stu Inman,1690 days 00:00:00.000000000
2072,Randy Dunn,0.0,0.0,1984.0,224.0,POR,George Fox University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stu Inman,1690 days 00:00:00.000000000
2073,Sam Perkins,0.0,0.0,1984.0,4.0,DAL,University of North Carolina,17.0,1286.0,36598.0,15324.0,7666.0,1975.0,0.459,0.362,0.811,28.5,11.9,6.0,1.5,105.4,0.138,1.4,31.4,Norm Sonju,5859 days 00:00:00.000000000
2074,Terence Stansbury,0.0,0.0,1984.0,15.0,DAL,Temple University,3.0,192.0,2984.0,1200.0,277.0,390.0,0.444,0.224,0.779,15.5,6.3,1.4,2.0,2.4,0.038,-3.7,-1.3,Norm Sonju,5859 days 00:00:00.000000000
2075,Charlie Sitton,0.0,0.0,1984.0,38.0,DAL,Oregon State University,1.0,43.0,304.0,91.0,60.0,26.0,0.415,0.0,0.52,7.1,2.1,1.4,0.6,0.1,0.008,-4.2,-0.2,Norm Sonju,5859 days 00:00:00.000000000
2076,Anthony Teachey,0.0,0.0,1984.0,40.0,DAL,Wake Forest University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,5859 days 00:00:00.000000000
2077,Tom Sluby,0.0,0.0,1984.0,41.0,DAL,University of Notre Dame,1.0,31.0,151.0,73.0,12.0,16.0,0.517,0.0,0.619,4.9,2.4,0.4,0.5,0.2,0.052,-5.1,-0.1,Norm Sonju,5859 days 00:00:00.000000000
2078,Jeff Cross,0.0,0.0,1984.0,61.0,DAL,University of Maine,1.0,21.0,128.0,26.0,30.0,1.0,0.25,0.0,0.56,6.1,1.2,1.4,0.0,-0.1,-0.038,-10.1,-0.3,Norm Sonju,5859 days 00:00:00.000000000
2079,John Horrocks,0.0,0.0,1984.0,84.0,DAL,University of North Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,5859 days 00:00:00.000000000
2080,Dave Williams,0.0,0.0,1984.0,107.0,DAL,University of Illinois at Chicago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,5859 days 00:00:00.000000000
2081,LaVerne Evans,0.0,0.0,1984.0,130.0,DAL,Marshall University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,5859 days 00:00:00.000000000
2082,George Turner,0.0,0.0,1984.0,153.0,DAL,"University of California, Irvine",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,5859 days 00:00:00.000000000
2083,Leroy Sutton,0.0,0.0,1984.0,176.0,DAL,University of Arkansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,5859 days 00:00:00.000000000
2084,John Tudor,0.0,0.0,1984.0,198.0,DAL,Louisiana State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,5859 days 00:00:00.000000000
2085,Napoleon Johnson,0.0,0.0,1984.0,220.0,DAL,Grambling State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm Sonju,5859 days 00:00:00.000000000
2086,Melvin Turpin,0.0,0.0,1984.0,6.0,WAS,University of Kentucky,5.0,361.0,6871.0,3071.0,1655.0,183.0,0.516,0.111,0.777,19.0,8.5,4.6,0.5,13.7,0.096,-1.4,1.0,Bob Ferry,6208 days 00:00:00.000000000
2087,Tony Costner,0.0,0.0,1984.0,34.0,WAS,Saint Joseph's University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob Ferry,6208 days 00:00:00.000000000
2088,Fred Reynolds,0.0,0.0,1984.0,44.0,WAS,University of Texas at El Paso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob Ferry,6208 days 00:00:00.000000000
2089,Ricky Ross,0.0,0.0,1984.0,53.0,WAS,University of Tulsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob Ferry,6208 days 00:00:00.000000000
2090,Jim Grandholm,0.0,0.0,1984.0,76.0,WAS,University of South Florida,1.0,26.0,168.0,79.0,50.0,8.0,0.517,0.529,0.476,6.5,3.0,1.9,0.3,0.4,0.123,-0.9,0.0,Bob Ferry,6208 days 00:00:00.000000000
2091,Cohn Irish,0.0,0.0,1984.0,99.0,WAS,Bowling Green State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob Ferry,6208 days 00:00:00.000000000
2092,Blaise Bugajeski,0.0,0.0,1984.0,122.0,WAS,Illinois Wesleyan University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob Ferry,6208 days 00:00:00.000000000
2093,Tim Garrett,0.0,0.0,1984.0,145.0,WAS,University of New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob Ferry,6208 days 00:00:00.000000000
2094,Darryl Odom,0.0,0.0,1984.0,168.0,WAS,West Virginia Wesleyan College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob Ferry,6208 days 00:00:00.000000000
2095,Mike Emanuel,0.0,0.0,1984.0,190.0,WAS,University of North Carolina at Pembroke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob Ferry,6208 days 00:00:00.000000000
2096,Glynn Myrick,0.0,0.0,1984.0,212.0,WAS,Stetson University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob Ferry,6208 days 00:00:00.000000000
2097,Lancaster Gordon,0.0,0.0,1984.0,8.0,LAC,University of Louisville,4.0,201.0,2581.0,1125.0,259.0,294.0,0.391,0.271,0.767,12.8,5.6,1.3,1.5,-2.7,-0.05,-5.8,-2.5,Paul Phipps,522 days 00:00:00.000000000
2098,Michael Cage,0.0,0.0,1984.0,14.0,LAC,San Diego State University,15.0,1140.0,29716.0,8278.0,8646.0,1057.0,0.515,0.0,0.664,26.1,7.3,7.6,0.9,74.4,0.12,0.9,21.9,Paul Phipps,522 days 00:00:00.000000000
2099,Marc Glass,0.0,0.0,1984.0,75.0,LAC,University of Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paul Phipps,522 days 00:00:00.000000000
2100,Alonza Allen,0.0,0.0,1984.0,98.0,LAC,University of Louisiana at Lafayette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paul Phipps,522 days 00:00:00.000000000
2101,Phillip Haynes,0.0,0.0,1984.0,121.0,LAC,University of Memphis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paul Phipps,522 days 00:00:00.000000000
2102,David Brantley,0.0,0.0,1984.0,144.0,LAC,University of Oregon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paul Phipps,522 days 00:00:00.000000000
2103,Jim McLoughlin,0.0,0.0,1984.0,167.0,LAC,Temple University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paul Phipps,522 days 00:00:00.000000000
2104,Dave Schultz,0.0,0.0,1984.0,189.0,LAC,Westmont College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paul Phipps,522 days 00:00:00.000000000
2105,Dick Mumma,0.0,0.0,1984.0,211.0,LAC,Pennsylvania State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paul Phipps,522 days 00:00:00.000000000
2106,Otis Thorpe,0.0,0.0,1984.0,9.0,SAC,Providence College,17.0,1257.0,39822.0,17600.0,10370.0,2730.0,0.546,0.047,0.687,31.7,14.0,8.2,2.2,106.4,0.128,1.2,32.2,Joe Axelson,2138 days 00:00:00.000000000
2107,Roosevelt Chapman,0.0,0.0,1984.0,54.0,SAC,University of Dayton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Axelson,2138 days 00:00:00.000000000
2108,Jeff Allen,0.0,0.0,1984.0,56.0,SAC,St. John's University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Axelson,2138 days 00:00:00.000000000
2109,Carl Henry,0.0,0.0,1984.0,80.0,SAC,University of Kansas,1.0,28.0,149.0,78.0,19.0,4.0,0.463,0.4,0.706,5.3,2.8,0.7,0.1,0.2,0.049,-5.8,-0.1,Joe Axelson,2138 days 00:00:00.000000000
2110,Jim Foster,0.0,0.0,1984.0,102.0,SAC,University of South Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Axelson,2138 days 00:00:00.000000000
2111,Bruce Vanley,0.0,0.0,1984.0,126.0,SAC,University of Tulsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Axelson,2138 days 00:00:00.000000000
2112,Chip Harris,0.0,0.0,1984.0,148.0,SAC,Robert Morris University (PA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Axelson,2138 days 00:00:00.000000000
2113,Nate Rollins,0.0,0.0,1984.0,172.0,SAC,Fort Hays State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Axelson,2138 days 00:00:00.000000000
2114,Greg Turner,0.0,0.0,1984.0,193.0,SAC,Auburn University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Axelson,2138 days 00:00:00.000000000
2115,Victor Coleman,0.0,0.0,1984.0,216.0,SAC,Northwest Missouri State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Axelson,2138 days 00:00:00.000000000
2116,Tim McCormick,0.0,0.0,1984.0,12.0,CLE,University of Michigan,8.0,483.0,10390.0,4030.0,2366.0,491.0,0.535,0.063,0.703,21.5,8.3,4.9,1.0,21.5,0.099,-1.5,1.4,Harry Weltman,1279 days 00:00:00.000000000
2117,Ron Anderson,0.0,0.0,1984.0,27.0,CLE,"California State University, Fresno",10.0,664.0,15112.0,7056.0,2312.0,952.0,0.471,0.287,0.814,22.8,10.6,3.5,1.4,24.2,0.077,-1.7,1.1,Harry Weltman,1279 days 00:00:00.000000000
2118,Ben McDonald,0.0,0.0,1984.0,50.0,CLE,"University of California, Irvine",4.0,176.0,3692.0,1061.0,568.0,236.0,0.468,0.227,0.727,21.0,6.0,3.2,1.3,2.5,0.033,-2.8,-0.8,Harry Weltman,1279 days 00:00:00.000000000
2119,Leonard Mitchell,0.0,0.0,1984.0,60.0,CLE,Louisiana State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harry Weltman,1279 days 00:00:00.000000000
2120,Art Aaron,0.0,0.0,1984.0,73.0,CLE,Northwestern University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harry Weltman,1279 days 00:00:00.000000000
2121,Vince Hinchen,0.0,0.0,1984.0,96.0,CLE,Boise State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harry Weltman,1279 days 00:00:00.000000000
2122,Matt Doherty,0.0,0.0,1984.0,119.0,CLE,University of North Carolina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harry Weltman,1279 days 00:00:00.000000000
2123,Joe Jakubick,0.0,0.0,1984.0,142.0,CLE,University of Akron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harry Weltman,1279 days 00:00:00.000000000
2124,Elliot Beard,0.0,0.0,1984.0,165.0,CLE,Oberlin College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harry Weltman,1279 days 00:00:00.000000000
2125,John Shimko,0.0,0.0,1984.0,187.0,CLE,Xavier University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harry Weltman,1279 days 00:00:00.000000000
2126,Darrell Space,0.0,0.0,1984.0,209.0,CLE,Northeastern Illinois University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harry Weltman,1279 days 00:00:00.000000000
2127,Jeff Turner,0.0,0.0,1984.0,17.0,NJN,Vanderbilt University,10.0,612.0,11244.0,3697.0,2036.0,635.0,0.467,0.344,0.769,18.4,6.0,3.3,1.0,8.9,0.038,-3.4,-4.1,Lewis Schaffel,1184 days 00:00:00.000000000
2128,Yommy Sangodeyi,0.0,0.0,1984.0,63.0,NJN,Sam Houston State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lewis Schaffel,1184 days 00:00:00.000000000
2129,Hank Cornley,0.0,0.0,1984.0,85.0,NJN,Illinois State University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lewis Schaffel,1184 days 00:00:00.000000000
2130,Michael Gerren,0.0,0.0,1984.0,109.0,NJN,University of South Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lewis Schaffel,1184 days 00:00:00.000000000
2131,Oscar Schmidt,0.0,0.0,1984.0,131.0,NJN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lewis Schaffel,1184 days 00:00:00.000000000
2132,Sean Kerins,0.0,0.0,1984.0,155.0,NJN,Syracuse University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lewis Schaffel,1184 days 00:00:00.000000000
2133,Chris Winans,0.0,0.0,1984.0,177.0,NJN,University of Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lewis Schaffel,1184 days 00:00:00.000000000
2134,Billy Ryan,0.0,0.0,1984.0,200.0,NJN,Princeton University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lewis Schaffel,1184 days 00:00:00.000000000
2135,Phil Jamison,0.0,0.0,1984.0,221.0,NJN,Saint Peter's College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lewis Schaffel,1184 days 00:00:00.000000000
2136,Vern Fleming,0.0,0.0,1984.0,18.0,IND,University of Georgia,12.0,893.0,24721.0,10125.0,3012.0,4293.0,0.498,0.181,0.764,27.7,11.3,3.4,4.8,52.0,0.101,0.3,14.3,Robert Salyers,1935 days 00:00:00.000000000
2137,Devin Durrant,0.0,0.0,1984.0,25.0,IND,Brigham Young University,2.0,63.0,807.0,317.0,132.0,85.0,0.414,0.0,0.689,12.8,5.0,2.1,1.3,-0.2,-0.012,-5.3,-0.7,Robert Salyers,1935 days 00:00:00.000000000
2138,Stuart Gray,0.0,0.0,1984.0,29.0,IND,"University of California, Los Angeles",7.0,386.0,3457.0,906.0,1020.0,148.0,0.446,0.0,0.663,9.0,2.3,2.6,0.4,3.3,0.046,-4.0,-1.8,Robert Salyers,1935 days 00:00:00.000000000
2139,Ralph Jackson,0.0,0.0,1984.0,71.0,IND,"University of California, Los Angeles",1.0,1.0,12.0,2.0,1.0,4.0,0.333,0.0,0.0,12.0,2.0,1.0,4.0,0.0,0.069,-0.9,0.0,Robert Salyers,1935 days 00:00:00.000000000
2140,Gene Smith,0.0,0.0,1984.0,94.0,IND,Georgetown University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Robert Salyers,1935 days 00:00:00.000000000
2141,Clyde Vaughn,0.0,0.0,1984.0,117.0,IND,University of Pittsburgh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Robert Salyers,1935 days 00:00:00.000000000
2142,Kenton Edelin,0.0,0.0,1984.0,140.0,IND,University of Virginia,1.0,10.0,143.0,11.0,26.0,10.0,0.308,0.0,0.375,14.3,1.1,2.6,1.0,0.1,0.042,-2.1,0.0,Robert Salyers,1935 days 00:00:00.000000000
2143,Tom Heitz,0.0,0.0,1984.0,163.0,IND,University of Kentucky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Robert Salyers,1935 days 00:00:00.000000000
2144,Brian Martin,0.0,0.0,1984.0,185.0,IND,University of Kansas,1.0,8.0,21.0,6.0,4.0,0.0,0.429,0.0,0.0,2.6,0.8,0.5,0.0,-0.1,-0.132,-15.8,-0.1,Robert Salyers,1935 days 00:00:00.000000000
2145,Gary Carver,0.0,0.0,1984.0,207.0,IND,Western Kentucky University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Robert Salyers,1935 days 00:00:00.000000000
2146,Tony Campbell,0.0,0.0,1984.0,20.0,DET,Ohio State University,11.0,690.0,15180.0,7994.0,2117.0,1019.0,0.456,0.254,0.79,22.0,11.6,3.1,1.5,20.7,0.065,-1.7,1.2,Jack McCloskey,4556 days 00:00:00.000000000
2147,Eric Turner,0.0,0.0,1984.0,32.0,DET,University of Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jack McCloskey,4556 days 00:00:00.000000000
2148,Kevin Springman,0.0,0.0,1984.0,66.0,DET,Saint Joseph's University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jack McCloskey,4556 days 00:00:00.000000000
2149,Phillip Smith,0.0,0.0,1984.0,89.0,DET,University of New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jack McCloskey,4556 days 00:00:00.000000000
2150,Rick Doyle,0.0,0.0,1984.0,112.0,DET,University of Texas at San Antonio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jack McCloskey,4556 days 00:00:00.000000000
2151,Rennie Bailey,0.0,0.0,1984.0,135.0,DET,Louisiana Tech University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jack McCloskey,4556 days 00:00:00.000000000
2152,Barry Francisco,0.0,0.0,1984.0,158.0,DET,Bloomsburg University of Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jack McCloskey,4556 days 00:00:00.000000000
